plan_id,model,variant,profile_id,line_number,text,label
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,21,3. Russian Twists | Intensity: Moderate | Duration: 10 minutes,1
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,23,**Day 6: Walking with Terrain Variation**,0
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,24,1. Brisk Walking (Including Hills or Rough Terrain) | Intensity: Light-Moderate | Duration: 40 minutes,1
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,26,**Day 7: Flexibility and Balance Focus**,0
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,27,1. Static Stretching Routine | Intensity: Light | Duration: 15 minutes,1
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,28,2. Single-Leg Stands | Intensity: Moderate | Duration: 10 minutes,1
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,30,**Additional Notes:**,0
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,31,- **Hydration:** Drink plenty of water throughout the day.,4
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,32,"- **Nutrition:** Maintain a balanced diet rich in fruits, vegetables, lean proteins, and whole grains.",4
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,33,"- **Listen to Your Body:** If you feel overly fatigued or experience any pain, reduce intensity or rest.",4
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,34,"- **Progress Gradually:** Over time, increase duration and intensity as your fitness improves.",4
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,35,- **Variety:** Keep activities interesting by introducing new exercises occasionally.,4
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,36,"- **Track Progress:** Monitor improvements in strength, endurance, and flexibility to stay motivated.",4
patient_deepseek-r1:14b_P2_run1,deepseek-r1:14b,patient,P2,38,"This plan is designed to be sustainable and adaptable, helping you build a consistent exercise habit while improving overall health.",0
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,1,**Personalized Weekly Exercise Program for [Name]**,0
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,3,**Goal:** Improve cardiovascular health and manage blood pressure,0
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,4,**Duration:** 60-90 minutes per session,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,6,### **Weekly Schedule:**,0
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,8,**Monday - Aerobic Exercise**,0
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,9,1. Walking | Intensity: Moderate | Duration: 30 minutes,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,10,2. Cool Down Stretches | Intensity: Light | Duration: 5-10 minutes,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,12,**Tuesday - Strength Training**,0
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,13,1. Resistance Band Rows | Intensity: Moderate | Duration: 3 sets of 12 reps,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,14,2. Push-Ups (or Tricep Dips) | Intensity: Moderate | Duration: 3 sets of 10-15 reps,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,15,3. Bodyweight Squats | Intensity: Moderate | Duration: 3 sets of 12 reps,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,16,4. Cool Down Stretches | Intensity: Light | Duration: 5-10 minutes,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,18,**Wednesday - Active Recovery**,2
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,19,1. Gentle Yoga Flow | Intensity: Light-Moderate | Duration: 30 minutes,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,20,"- Focus on flexibility, balance, and relaxation.",4
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,21,2. Stretching or Foam Rolling | Intensity: Light | Duration: 10-15 minutes,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,23,**Thursday - Aerobic Interval Training**,0
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,24,1. Cycling (or Treadmill Walking) | Intensity: Alternating moderate and vigorous | Duration: 30 minutes,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,25,- Example: Alternate between 2 minutes at a comfortable pace and 1 minute at a higher intensity.,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,26,2. Cool Down Stretches | Intensity: Light | Duration: 5-10 minutes,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,28,**Friday - Strength Training (Core & Balance)**,0
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,29,1. Plank | Intensity: Moderate | Duration: 3 sets of 20-30 seconds,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,30,2. Single-Leg Stand | Intensity: Moderate | Duration: 3 sets of 15-20 seconds per leg,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,31,3. Russian Twists (with or without weight) | Intensity: Moderate | Duration: 3 sets of 20 reps,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,32,4. Cool Down Stretches | Intensity: Light | Duration: 5-10 minutes,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,34,**Saturday - Outdoor Activity**,0
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,35,1. Hiking or Nature Walk | Intensity: Moderate | Duration: 60 minutes,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,36,- Incorporate inclines for added challenge.,4
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,37,2. Stretching | Intensity: Light | Duration: 10-15 minutes,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,39,**Sunday - Rest and Recovery**,2
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,40,1. Gentle Stroll | Intensity: Light | Duration: 30 minutes,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,41,- Focus on relaxation and enjoyment.,4
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,42,2. Flexibility Routine or Reading | Intensity: Light | Duration: 15-30 minutes,1
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,44,### **Additional Notes:**,0
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,46,"1. **Hydration:** Drink plenty of water before, during, and after exercise.",4
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,47,2. **Monitor Blood Pressure:** Check blood pressure regularly and consult healthcare provider if readings are elevated.,3
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,48,"3. **Listen to Your Body:** If experiencing dizziness or chest pain, stop exercising immediately and seek medical advice.",3
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,49,4. **Progression:** Gradually increase intensity or duration as fitness improves.,4
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,50,5. **Variety:** Feel free to substitute exercises based on preferences or availability.,4
patient_deepseek-r1:14b_P3_run1,deepseek-r1:14b,patient,P3,52,"This program balances aerobic exercise, strength training, flexibility, and active recovery, tailored to enhance cardiovascular health while managing hypertension safely.",4
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,1,**Personalized Weekly Exercise Program**,0
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,3,**Monday: Light Cardio**,0
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,4,1. Walking | Intensity: Moderate | Duration: 30 minutes,1
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,5,- Include a warm-up and cool-down of 5 minutes each.,4
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,7,**Tuesday: Strength Training**,0
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,8,"1. Resistance Band Exercises (Leg Press, Chest Press) | Intensity: Moderate | Duration: 20 minutes",1
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,9,"- Focus on 8-10 reps per exercise, with proper form.",4
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,11,**Wednesday: Flexibility & Stretching**,0
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,12,"1. Stretching Routine (Hamstrings, Quads, Chest, Shoulders) | Intensity: Light | Duration: 15 minutes",1
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,13,- Hold each stretch for about a minute.,4
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,15,**Thursday: Light Cardio (Cycling)**,0
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,16,1. Stationary or Outdoor Cycling | Intensity: Moderate | Duration: 30 minutes,1
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,17,- Use a low-intensity pace to maintain comfort.,1
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,19,**Friday: Core Strengthening**,0
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,20,"1. Planks, Crunches, Bird-Dog | Intensity: Moderate | Duration: 20 minutes",1
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,21,- Focus on controlled movements for stability.,4
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,23,**Saturday: Moderate-Intensity Activity (Swimming)**,0
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,24,1. Water Aerobics or Swimming | Intensity: Moderate | Duration: 30 minutes,1
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,25,- Enjoy the low-impact nature of water exercises.,4
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,27,**Sunday: Light Activity & Balance Practice**,0
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,28,"1. Gardening, Walking, or Tai Chi | Intensity: Light | Duration: 20-30 minutes",1
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,29,- Incorporate balance exercises like single-leg stands if comfortable.,4
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,31,**Additional Notes:**,0
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,32,- **Blood Sugar Monitoring:** Check blood glucose before and after exercise.,3
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,33,"- **Hydration:** Stay well-hydrated throughout the day, especially during workouts.",4
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,34,"- **Footwear:** Wear supportive, cushioned shoes for all activities.",4
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,35,"- **Consultation:** Before starting this program, consult her healthcare provider to ensure suitability.",3
patient_deepseek-r1:14b_P4_run1,deepseek-r1:14b,patient,P4,37,"This plan balances aerobic, strength, flexibility, and balance exercises while considering her health conditions and low activity level. Adjustments can be made as her fitness improves.",0
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,1,**Personalized Weekly Exercise Program for a 45-Year-Old Male with Knee Osteoarthritis**,0
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,3,**Monday:**,0
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,4,1. **Swimming (Low-Impact Cardio)** | Intensity: Light | Duration: 20 minutes,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,5,"- Focus on leisurely swimming, such as laps or water aerobics.",4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,7,2. **Wall Squats (Quadriceps Strengthening)** | Intensity: Moderate | Duration: 15 minutes,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,8,- Perform with support against a wall to reduce knee strain.,4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,10,3. **Straight Leg Raises (Hamstring Strengthening)** | Intensity: Light | Duration: 10 minutes,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,11,"- Lie on back and lift one leg at a time, keeping it straight.",4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,13,**Tuesday:**,0
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,14,1. **Stationary Cycling (Low-Impact Cardio)** | Intensity: Moderate | Duration: 25 minutes,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,15,- Adjust resistance gradually; focus on steady pedaling without pain.,4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,17,2. **Bodyweight Squats with Support (Strength Training)** | Intensity: Light | Duration: 10 minutes,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,18,"- Use a chair for support and perform mini squats, ensuring proper form.",4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,20,**Wednesday:**,0
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,21,1. **Yoga (Flexibility & Balance)** | Intensity: Moderate | Duration: 20 minutes,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,22,"- Emphasize poses that improve flexibility without knee strain, like modified lunges.",4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,24,2. **Core Strengthening (Planks with Modification)** | Intensity: Light | Duration: 10 minutes,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,25,- Use elbows on a bench or knees on the ground to reduce intensity.,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,27,**Thursday:**,0
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,28,1. **Gentle Walking (Cardio & Joint Movement)** | Intensity: Light | Duration: 25 minutes,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,29,- Incorporate intervals of walking and resting as needed.,4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,31,2. **Heel Drops (Calve Strengthening)** | Intensity: Moderate | Duration: 10 minutes,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,32,- Perform by stepping down from a low platform with control.,4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,34,**Friday:**,0
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,35,1. **Swimming or Light Water Aerobics** | Intensity: Light | Duration: 20 minutes,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,36,- Focus on gentle movements to maintain cardiovascular activity without impact.,4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,38,**Saturday:**,0
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,39,1. **Gentle Stretching (Flexibility)** | Intensity: Light | Duration: 15 minutes,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,40,"- Target major muscle groups, focusing on the legs and lower back.",4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,42,2. **Balance Training (Single-Leg Stance with Support)** | Intensity: Moderate | Duration: 10 minutes,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,43,- Use a chair for support while standing on one leg to improve stability.,4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,45,**Sunday:**,0
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,46,1. **Active Recovery (Light Activity)** | Intensity: Light | Duration: 20 minutes,1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,47,"- Engage in light walking, swimming, or stretching to stay mobile without overexertion.",1
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,49,**Additional Notes and Recommendations:**,0
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,51,- **Emphasize Proper Form:** Ensure all exercises are performed with correct technique to avoid injury.,4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,52,"- **Listen to Your Body:** If pain exceeds a 3/10 intensity, reduce the duration or intensity of the workout.",4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,53,"- **Consult Healthcare Provider:** Before starting any new exercise program, especially with existing medical conditions.",3
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,54,- **Use Ice if Needed:** Apply ice to knees after exercises to reduce inflammation and discomfort.,4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,55,"- **Gradually Increase Intensity:** As strength improves, slowly increase the difficulty or duration of exercises.",4
patient_deepseek-r1:14b_P5_run1,deepseek-r1:14b,patient,P5,57,"This plan balances low-impact cardio, strength training, flexibility, balance, and core work to support knee health and improve mobility. Consistency is key for long-term benefits.",0
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,1,**Personalized Weekly Exercise Program for [Name]**,0
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,3,**Overview:**,0
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,4,"This program is designed for a 70-year-old woman with a history of myocardial infarction and stable angina, aiming to safely return to physical activity. The focus is on low-impact exercises to improve cardiovascular health, strength, flexibility, and balance.",3
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,6,**Weekly Structure:**,0
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,7,- **Day 1:** Light Walking & Chair Exercises,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,8,- **Day 2:** Strength Training with Resistance Bands,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,9,- **Day 3:** Rest or Gentle Stretching,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,10,"- **Day 4:** Aerobic Activity (e.g., Cycling)",4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,11,- **Day 5:** Balance & Flexibility Routine,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,12,- **Day 6:** Strength Training & Stretching,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,13,- **Day 7:** Active Recovery or Leisurely Walk,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,15,**Detailed Plan:**,0
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,17,1. **Monday - Light Walking & Chair Exercises**,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,18,- **Exercise 1:** Brisk Walking (Intensity: Moderate) | Duration: 20 minutes,1
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,19,"- Start with a warm-up, gradually increase speed.",4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,20,- **Exercise 2:** Chair Squats (3 sets of 8-10 reps),1
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,21,- Focus on proper form to build lower body strength.,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,23,2. **Tuesday - Strength Training**,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,24,- **Exercise 1:** Resistance Band Chest Press (3 sets of 8-10 reps),1
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,25,- **Exercise 2:** Overhead Shoulder Press with Resistance Bands (3 sets of 8-10 reps),1
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,26,- **Exercise 3:** Seated Row with Resistance Bands (3 sets of 8-10 reps),1
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,27,- Use controlled movements and focus on form.,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,29,3. **Wednesday - Rest or Gentle Stretching**,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,30,"- **Activity:** Light stretching focusing on major muscle groups (chest, shoulders, hamstrings) | Duration: 15-20 minutes",1
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,31,- **Note:** Prioritize relaxation and recovery.,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,33,4. **Thursday - Aerobic Activity**,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,34,- **Exercise:** Stationary Cycling (Intensity: Moderate) | Duration: 20-30 minutes,1
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,35,"- Maintain a steady pace, monitor heart rate or RPE.",4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,37,5. **Friday - Balance & Flexibility Routine**,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,38,- **Exercise 1:** Single-leg stands with support | 3 sets of 30 seconds per leg,1
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,39,- **Exercise 2:** Standing Side Leg Raises (3 sets of 8-10 reps per side),1
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,40,- **Exercise 3:** Seated Forward Fold | Duration: 2-3 minutes,1
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,41,- Focus on balance and flexibility.,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,43,6. **Saturday - Strength Training & Stretching**,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,44,- Repeat Tuesday's strength training exercises.,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,45,- End with stretching to cool down.,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,47,7. **Sunday - Active Recovery or Leisurely Walk**,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,48,- **Exercise:** Gentle walk or leisure activity | Duration: 20-30 minutes,1
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,49,"- Enjoy at her own pace, focusing on enjoyment and recovery.",4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,51,**Additional Notes:**,0
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,52,- **Medical Clearance:** Ensure she has consulted with her healthcare provider before starting.,3
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,53,"- **Monitor Symptoms:** If experiencing chest pain, dizziness, or extreme fatigue, stop and seek medical help.",3
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,54,"- **Hydration & Clothing:** Stay hydrated, wear comfortable clothing, and appropriate footwear.",4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,55,- **Progression:** Gradually increase duration by 2-3 minutes each week as her fitness improves.,4
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,56,- **Rest Days:** Use rest days to allow recovery and prevent overexertion.,2
patient_deepseek-r1:14b_P6_run1,deepseek-r1:14b,patient,P6,58,"This program balances safety with gradual progression, ensuring she can return to physical activity safely and sustainably.",4
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,1,**Personalized Weekly Exercise Program**,0
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,3,**Monday: Endurance (Running)**,0
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,4,1. Dynamic Stretching | Intensity: Moderate | Duration: 5 minutes,1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,5,"2. Running - Interval Training | Intensity: Vigorous | Duration: 45 minutes (e.g., 30 seconds sprint, 1 minute jog)",1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,6,3. Static Stretching | Intensity: Light | Duration: 10 minutes,1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,8,**Tuesday: Strength Training (Upper Body)**,0
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,9,1. Dynamic Stretching | Intensity: Moderate | Duration: 5 minutes,1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,10,2. Push-Ups (3 sets of 12-15 reps),1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,11,3. Pull-Ups or Lat Pulldowns (3 sets of 8-10 reps),1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,12,4. Dumbbell Bench Press (3 sets of 8-10 reps),1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,13,5. Dumbbell Shoulder Press (3 sets of 8-10 reps),1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,14,"6. Bicep Curls and Tricep Dips (2 sets each, 12-15 reps)",1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,15,7. Static Stretching | Intensity: Light | Duration: 10 minutes,1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,17,**Wednesday: Active Recovery or Cross-training**,2
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,18,1. Yoga Flow | Intensity: Light | Duration: 45 minutes,1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,19,2. Focused Stretching on Upper Body | Intensity: Light | Duration: 15 minutes,1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,21,**Thursday: Endurance (Cycling)**,0
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,22,1. Dynamic Stretching | Intensity: Moderate | Duration: 5 minutes,1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,23,"2. Cycling - Interval Training | Intensity: Vigorous | Duration: 45 minutes (e.g., alternate between high intensity and moderate pace)",1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,24,3. Static Stretching | Intensity: Light | Duration: 10 minutes,1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,26,**Friday: Strength Training (Lower Body)**,0
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,27,1. Dynamic Stretching | Intensity: Moderate | Duration: 5 minutes,1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,28,2. Squats (3 sets of 8-10 reps),1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,29,3. Deadlifts (3 sets of 6-8 reps),1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,30,4. Lunges (3 sets of 10-12 reps per leg),1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,31,5. Leg Press or Step-Ups (3 sets of 8-10 reps),1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,32,6. Calf Raises (3 sets of 15-20 reps),1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,33,7. Static Stretching | Intensity: Light | Duration: 10 minutes,1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,35,**Saturday: Sport-Specific Drills or HIIT**,0
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,36,1. Dynamic Stretching | Intensity: Moderate | Duration: 5 minutes,1
patient_deepseek-r1:14b_P7_run1,deepseek-r1:14b,patient,P7,37,"2. Sport-Specific Drills (e.g., for soccer, basketball, etc.) | Intensity: Vigorous | Duration: 30-45 minutes",1
